date,time,group,subject,session,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency
2022-06-23,12:50:09,375737077,238678139,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,4698
2022-06-23,12:50:44,137468350,764499289,1,6.6.0,1,2,demographics,age,0,0,0,0,52,1,3041
2022-06-23,12:50:44,137468350,764499289,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,3388
2022-06-23,12:51:54,196403917,586346915,1,6.6.0,1,2,demographics,age,0,0,0,0,36,1,4472
2022-06-23,12:51:54,196403917,586346915,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,3311
2022-06-23,12:53:17,730851020,100125154,1,6.6.0,1,2,demographics,age,0,0,0,0,29,1,2297
2022-06-23,12:53:17,730851020,100125154,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,3222
2022-06-23,13:02:07,413662730,550721671,1,6.6.0,1,2,demographics,age,0,0,0,0,28,1,3854
2022-06-23,13:02:07,413662730,550721671,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,5115
2022-06-23,12:56:16,225814876,161234436,1,6.6.0,1,2,demographics,age,0,0,0,0,25,1,5482
2022-06-23,12:56:16,225814876,161234436,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,5293
2022-06-23,12:56:11,794193661,621686155,1,6.6.0,1,2,demographics,age,0,0,0,0,42,1,3815
2022-06-23,12:56:11,794193661,621686155,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,3976
2022-06-23,12:56:44,458701483,238079276,1,6.6.0,1,2,demographics,age,0,0,0,0,28,1,1904
2022-06-23,12:56:44,458701483,238079276,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,2179
2022-06-23,13:56:05,393030402,561842983,1,6.6.0,1,2,demographics,age,0,0,0,0,23,1,26248
2022-06-23,13:56:05,393030402,561842983,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,14978
2022-06-23,07:56:58,559262084,627537443,1,6.6.0,1,2,demographics,age,0,0,0,0,27,1,5565
2022-06-23,07:56:58,559262084,627537443,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,3629
2022-06-23,12:57:32,913113577,591041139,1,6.6.0,1,2,demographics,age,0,0,0,0,29,1,2356
2022-06-23,12:57:32,913113577,591041139,1,6.6.0,1,3,demographics,gender,0,0,0,0,Non-Binary,1,10263
2022-06-23,12:59:08,43586182,601833546,1,6.6.0,1,2,demographics,age,0,0,0,0,34,1,3524
2022-06-23,12:59:08,43586182,601833546,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,4399
2022-06-23,12:59:47,43475023,874662429,1,6.6.0,1,2,demographics,age,0,0,0,0,36,1,3663
2022-06-23,12:59:47,43475023,874662429,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,3193
2022-06-23,12:58:27,100174518,658421880,1,6.6.0,1,2,demographics,age,0,0,0,0,53,1,12442
2022-06-23,12:58:27,100174518,658421880,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,7948
2022-06-23,12:59:53,998662075,557207580,1,6.6.0,1,2,demographics,age,0,0,0,0,28,1,11057
2022-06-23,12:59:53,998662075,557207580,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,5271
2022-06-23,12:59:49,772417821,13708908,1,6.6.0,1,2,demographics,age,0,0,0,0,25,1,35386
2022-06-23,12:59:49,772417821,13708908,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,3400
2022-06-23,12:59:34,615369952,699441423,1,6.6.0,1,2,demographics,age,0,0,0,0,48,1,5078
2022-06-23,12:59:34,615369952,699441423,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,5713
2022-06-23,13:00:51,989447407,841303698,1,6.6.0,1,2,demographics,age,0,0,0,0,19,1,3387
2022-06-23,13:00:51,989447407,841303698,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,5767
2022-06-23,13:01:06,556859531,881713870,1,6.6.0,1,2,demographics,age,0,0,0,0,25,1,12081
2022-06-23,13:01:06,556859531,881713870,1,6.6.0,1,3,demographics,gender,0,0,0,0,Non-Binary,1,8524
2022-06-23,21:31:26,273852442,663795436,1,6.6.0,1,2,demographics,age,0,0,0,0,39,1,3336
2022-06-23,21:31:26,273852442,663795436,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,3641
2022-06-23,13:01:18,980335131,422087765,1,6.6.0,1,2,demographics,age,0,0,0,0,45,1,2668
2022-06-23,13:01:18,980335131,422087765,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,7888
2022-06-23,13:01:49,644435460,343944905,1,6.6.0,1,2,demographics,age,0,0,0,0,31,1,2213
2022-06-23,13:01:49,644435460,343944905,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,3224
2022-06-23,13:01:55,521208572,920212493,1,6.6.0,1,2,demographics,age,0,0,0,0,61,1,4189
2022-06-23,13:01:55,521208572,920212493,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,5877
2022-06-23,05:02:01,658756221,526570034,1,6.6.0,1,2,demographics,age,0,0,0,0,63,1,6282
2022-06-23,05:02:01,658756221,526570034,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,8165
2022-06-23,13:02:18,30389744,882246022,1,6.6.0,1,2,demographics,age,0,0,0,0,61,1,4122
2022-06-23,13:02:18,30389744,882246022,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,6279
2022-06-23,13:02:39,815939012,904883244,1,6.6.0,1,2,demographics,age,0,0,0,0,59,1,3095
2022-06-23,13:02:39,815939012,904883244,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,5828
2022-06-23,13:02:35,426017455,293831276,1,6.6.0,1,2,demographics,age,0,0,0,0,60,1,17452
2022-06-23,13:02:35,426017455,293831276,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,11296
2022-06-23,13:03:27,510405090,530863876,1,6.6.0,1,2,demographics,age,0,0,0,0,42,1,2770
2022-06-23,13:03:27,510405090,530863876,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,3360
2022-06-23,13:03:35,122839292,753565148,1,6.6.0,1,2,demographics,age,0,0,0,0,26,1,3865
2022-06-23,13:03:35,122839292,753565148,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,4354
2022-06-23,13:03:52,96305940,727031797,1,6.6.0,1,2,demographics,age,0,0,0,0,27,1,2383
2022-06-23,13:03:52,96305940,727031797,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,4295
2022-06-23,05:04:43,273333206,751712225,1,6.6.0,1,2,demographics,age,0,0,0,0,22,1,4082
2022-06-23,05:04:43,273333206,751712225,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,4605
2022-06-23,13:04:21,613078451,464934738,1,6.6.0,1,2,demographics,age,0,0,0,0,21,1,2165
2022-06-23,13:04:21,613078451,464934738,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,2578
2022-06-23,13:04:26,275011382,563522777,1,6.6.0,1,2,demographics,age,0,0,0,0,53,1,3784
2022-06-23,13:04:26,275011382,563522777,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,3508
2022-06-23,13:04:43,694899706,373740279,1,6.6.0,1,2,demographics,age,0,0,0,0,51,1,5405
2022-06-23,13:04:43,694899706,373740279,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,6851
2022-06-23,13:04:19,199664786,589607780,1,6.6.0,1,2,demographics,age,0,0,0,0,35,1,5003
2022-06-23,13:04:19,199664786,589607780,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,4298
2022-06-23,13:06:04,123114412,681045009,1,6.6.0,1,2,demographics,age,0,0,0,0,26,1,3403
2022-06-23,13:06:04,123114412,681045009,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,2503
2022-06-23,13:05:59,28800984,855399085,1,6.6.0,1,2,demographics,age,0,0,0,0,32,1,4651
2022-06-23,13:05:59,28800984,855399085,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,5453
2022-06-23,13:06:53,652786627,821599197,1,6.6.0,1,2,demographics,age,0,0,0,0,45,1,3202
2022-06-23,13:06:53,652786627,821599197,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,3751
2022-06-23,08:07:14,532119500,311497290,1,6.6.0,1,2,demographics,age,0,0,0,0,48,1,3317
2022-06-23,08:07:14,532119500,311497290,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,4218
2022-06-23,13:07:30,621902441,254118946,1,6.6.0,1,2,demographics,age,0,0,0,0,64,1,4796
2022-06-23,13:07:30,621902441,254118946,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,7290
2022-06-23,13:08:00,537746658,317124448,1,6.6.0,1,2,demographics,age,0,0,0,0,36,1,3830
2022-06-23,13:08:00,537746658,317124448,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,4879
2022-06-23,13:06:52,171820996,730068356,1,6.6.0,1,2,demographics,age,0,0,0,0,51,1,3588
2022-06-23,13:06:52,171820996,730068356,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,5373
2022-06-23,13:08:32,609352115,236383059,1,6.6.0,1,2,demographics,age,0,0,0,0,37,1,2688
2022-06-23,13:08:32,609352115,236383059,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,3066
2022-06-23,13:08:08,316023044,246374429,1,6.6.0,1,2,demographics,age,0,0,0,0,21,1,16398
2022-06-23,13:08:08,316023044,246374429,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,4214
2022-06-23,13:09:25,478880021,952386283,1,6.6.0,1,2,demographics,age,0,0,0,0,26,1,2143
2022-06-23,13:09:25,478880021,952386283,1,6.6.0,1,3,demographics,gender,0,0,0,0,Woman,1,2944
2022-06-23,13:09:41,914588354,694264273,1,6.6.0,1,2,demographics,age,0,0,0,0,31,1,2680
2022-06-23,13:09:41,914588354,694264273,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,3239
2022-06-23,13:10:53,179391162,175188025,1,6.6.0,1,2,demographics,age,0,0,0,0,42,1,4792
2022-06-23,13:10:53,179391162,175188025,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,5811
2022-06-23,13:10:40,343435840,339232704,1,6.6.0,1,2,demographics,age,0,0,0,0,31,1,13303
2022-06-23,13:10:40,343435840,339232704,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,11180
2022-06-23,14:11:15,859963164,386456897,1,6.6.0,1,2,demographics,age,0,0,0,0,23,1,1892
2022-06-23,14:11:15,859963164,386456897,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,3638
2022-06-23,13:11:28,164161878,637668138,1,6.6.0,1,2,demographics,age,0,0,0,0,30,1,3693
2022-06-23,13:11:28,164161878,637668138,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,2572
2022-06-23,13:11:40,606772466,237498336,1,6.6.0,1,2,demographics,age,0,0,0,0,49,1,3693
2022-06-23,13:11:40,606772466,237498336,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,4480
2022-06-23,08:11:41,635953290,631750145,1,6.6.0,1,2,demographics,age,0,0,0,0,24,1,2430
2022-06-23,08:11:41,635953290,631750145,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,3152
2022-06-23,13:12:59,461575816,867476338,1,6.6.0,1,2,demographics,age,0,0,0,0,29,1,14169
2022-06-23,13:12:59,461575816,867476338,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,11705
2022-06-23,13:13:31,180108463,196574198,1,6.6.0,1,2,demographics,age,0,0,0,0,21,1,2752
2022-06-23,13:13:31,180108463,196574198,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,3397
2022-06-23,13:13:49,165515544,692009266,1,6.6.0,1,2,demographics,age,0,0,0,0,31,1,3264
2022-06-23,13:13:49,165515544,692009266,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,4262
2022-06-23,13:13:50,951124563,477618299,1,6.6.0,1,2,demographics,age,0,0,0,0,53,1,4367
2022-06-23,13:13:50,951124563,477618299,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,3871
2022-06-23,13:13:49,698800013,325830955,1,6.6.0,1,2,demographics,age,0,0,0,0,50,1,4948
2022-06-23,13:13:49,698800013,325830955,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,4898
2022-06-23,13:14:22,792807012,965314508,1,6.6.0,1,2,demographics,age,0,0,0,0,28,1,2764
2022-06-23,13:14:22,792807012,965314508,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,3072
2022-06-23,13:14:28,220586505,72442795,1,6.6.0,1,2,demographics,age,0,0,0,0,19,1,3014
2022-06-23,13:14:28,220586505,72442795,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,3349
2022-06-23,13:14:39,589256770,216287717,1,6.6.0,1,2,demographics,age,0,0,0,0,50,1,4167
2022-06-23,13:14:39,589256770,216287717,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,5917
2022-06-23,14:06:41,290178621,287027128,1,6.6.0,1,2,demographics,age,0,0,0,0,37,1,6958
2022-06-23,14:06:41,290178621,287027128,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,13796
2022-06-23,13:12:04,468320205,247697997,1,6.6.0,1,2,demographics,age,0,0,0,0,20,1,18159
2022-06-23,13:12:04,468320205,247697997,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,4570
2022-06-23,14:15:19,126917496,954130481,1,6.6.0,1,2,demographics,age,0,0,0,0,50,1,3869
2022-06-23,14:15:19,126917496,954130481,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,4866
2022-06-23,22:17:21,22444389,564734227,1,6.6.0,1,2,demographics,age,0,0,0,0,30,1,2221
2022-06-23,22:17:21,22444389,564734227,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,4590
2022-06-23,13:18:31,391553108,797453632,1,6.6.0,1,2,demographics,age,0,0,0,0,21,1,1443
2022-06-23,13:18:31,391553108,797453632,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,1715
2022-06-23,13:18:41,712476120,85445170,1,6.6.0,1,2,demographics,age,0,0,0,0,26,1,2358
2022-06-23,13:18:41,712476120,85445170,1,6.6.0,1,3,demographics,gender,0,0,0,0,MALE,1,18207
2022-06-23,13:19:04,135906339,614285355,1,6.6.0,1,2,demographics,age,0,0,0,0,59,1,7606
2022-06-23,13:19:04,135906339,614285355,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,8034
2022-06-23,13:20:49,33514960,14943693,1,6.6.0,1,2,demographics,age,0,0,0,0,39,1,3730
2022-06-23,13:20:49,33514960,14943693,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,4175
2022-06-23,13:20:48,515890535,920896673,1,6.6.0,1,2,demographics,age,0,0,0,0,35,1,3255
2022-06-23,13:20:48,515890535,920896673,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,3111
2022-06-23,13:23:36,79295546,75092407,1,6.6.0,1,2,demographics,age,0,0,0,0,22,1,4406
2022-06-23,13:23:36,79295546,75092407,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,3401
2022-06-23,13:23:27,541193574,83185292,1,6.6.0,1,2,demographics,age,0,0,0,0,39,1,5093
2022-06-23,13:23:27,541193574,83185292,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,5197
2022-06-23,13:25:30,218108557,234276163,1,6.6.0,1,2,demographics,age,0,0,0,0,55,1,2877
2022-06-23,13:25:30,218108557,234276163,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,6832
2022-06-23,08:26:04,534328714,940229231,1,6.6.0,1,2,demographics,age,0,0,0,0,45,1,3509
2022-06-23,08:26:04,534328714,940229231,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,3550
2022-06-23,13:21:56,914155236,456445084,1,6.6.0,1,2,demographics,age,0,0,0,0,48,1,3741
2022-06-23,13:21:56,914155236,456445084,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,5446
2022-06-23,14:25:02,98475753,102678881,1,6.6.0,1,2,demographics,age,0,0,0,0,32,1,6864
2022-06-23,14:25:02,98475753,102678881,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,5549
2022-06-23,13:26:43,170706280,187172011,1,6.6.0,1,2,demographics,age,0,0,0,0,51,1,4193
2022-06-23,13:26:43,170706280,187172011,1,6.6.0,1,3,demographics,gender,0,0,0,0,female,1,7153
2022-06-23,13:32:37,789347878,108266335,1,6.6.0,1,2,demographics,age,0,0,0,0,32,1,2438
2022-06-23,13:32:37,789347878,108266335,1,6.6.0,1,3,demographics,gender,0,0,0,0,Female,1,2795
2022-06-23,13:46:48,444828372,752580117,1,6.6.0,1,2,demographics,age,0,0,0,0,35,1,5376
2022-06-23,13:46:48,444828372,752580117,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,4702
2022-06-23,14:15:57,665583824,506524197,1,6.6.0,1,2,demographics,age,0,0,0,0,36,1,2398
2022-06-23,14:15:57,665583824,506524197,1,6.6.0,1,3,demographics,gender,0,0,0,0,male,1,4044
2022-06-23,14:16:36,647770702,524337317,1,6.6.0,1,2,demographics,age,0,0,0,0,29,1,3182
2022-06-23,14:16:36,647770702,524337317,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,5632
2022-06-23,14:31:07,971992095,759418836,1,6.6.0,1,2,demographics,age,0,0,0,0,32,1,1655
2022-06-23,14:31:07,971992095,759418836,1,6.6.0,1,3,demographics,gender,0,0,0,0,Male,1,2883
