date,time,subject,blockcode,Blocknum and trialnum,trialcode,primestim,targetstim,correct,latency
23.06.22,12:23:51,994692692,practice,1_5,prime_negative_practice,0,0,0,1550
23.06.22,12:23:51,994692692,practice,1_6,prime_positive_practice,0,0,0,818
23.06.22,12:23:51,994692692,practice,1_7,prime_negative_practice,0,0,0,842
23.06.22,12:23:51,994692692,practice,1_8,prime_positive_practice,0,0,1,914
23.06.22,12:23:51,994692692,practice,1_9,prime_negative_practice,0,0,0,1040
23.06.22,12:23:51,994692692,practice,1_10,prime_positive_practice,0,0,0,697
23.06.22,12:23:51,994692692,practice,1_11,prime_positive_practice,0,0,0,806
23.06.22,12:23:51,994692692,practice,1_12,prime_negative_practice,0,0,0,795
23.06.22,12:23:51,994692692,practice,1_13,prime_negative_practice,0,0,0,2520
23.06.22,12:23:51,994692692,test,2_2,prime_positive,1,23,0,1611
23.06.22,12:23:51,994692692,test,2_3,prime_negative,3,33,0,627
23.06.22,12:23:51,994692692,test,2_4,prime_negative,4,21,1,865
23.06.22,12:23:51,994692692,test,2_5,prime_negative,1,60,1,766
23.06.22,12:23:51,994692692,test,2_6,prime_positive,2,30,0,582
23.06.22,12:23:51,994692692,test,2_7,prime_negative,1,16,0,495
23.06.22,12:23:51,994692692,test,2_8,prime_negative,4,61,1,869
23.06.22,12:23:51,994692692,test,2_9,prime_positive,3,24,0,699
23.06.22,12:23:51,994692692,test,2_10,prime_positive,3,11,1,971
23.06.22,12:23:51,994692692,test,2_11,prime_negative,2,56,0,588
23.06.22,12:23:51,994692692,test,2_12,prime_negative,3,28,0,587
23.06.22,12:23:51,994692692,test,2_13,prime_negative,4,68,1,615
23.06.22,12:23:51,994692692,test,2_14,prime_positive,4,38,1,804
23.06.22,12:23:51,994692692,test,2_15,prime_negative,3,6,0,297
23.06.22,12:23:51,994692692,test,2_16,prime_negative,1,39,0,587
23.06.22,12:23:51,994692692,test,2_17,prime_negative,2,66,0,617
23.06.22,12:23:51,994692692,test,2_18,prime_positive,1,53,1,536
23.06.22,12:23:51,994692692,test,2_19,prime_positive,2,46,1,684
23.06.22,12:23:51,994692692,test,2_20,prime_negative,2,70,0,515
23.06.22,12:23:51,994692692,test,2_21,prime_negative,3,55,0,448
23.06.22,12:23:51,994692692,test,2_22,prime_negative,4,59,1,490
23.06.22,12:23:51,994692692,test,2_23,prime_positive,3,3,1,628
23.06.22,12:23:51,994692692,test,2_24,prime_negative,1,13,0,421
23.06.22,12:23:51,994692692,test,2_25,prime_positive,1,12,1,470
23.06.22,12:23:51,994692692,test,2_26,prime_negative,2,45,1,733
23.06.22,12:23:51,994692692,test,2_27,prime_positive,4,18,1,547
23.06.22,12:23:51,994692692,test,2_28,prime_positive,2,19,1,503
23.06.22,12:23:51,994692692,test,2_29,prime_negative,1,31,0,487
23.06.22,12:23:51,994692692,test,2_30,prime_positive,3,15,1,347
23.06.22,12:23:51,994692692,test,2_31,prime_negative,4,62,1,1008
23.06.22,12:23:51,994692692,test,2_32,prime_negative,3,29,0,316
23.06.22,12:23:51,994692692,test,2_33,prime_positive,4,48,1,492
23.06.22,12:23:51,994692692,test,2_34,prime_positive,2,69,1,492
23.06.22,12:23:51,994692692,test,2_35,prime_negative,4,57,0,533
23.06.22,12:23:51,994692692,test,2_36,prime_negative,1,35,0,443
23.06.22,12:23:51,994692692,test,2_37,prime_positive,1,14,1,545
23.06.22,12:23:51,994692692,test,2_38,prime_negative,2,2,1,848
23.06.22,12:23:51,994692692,test,2_39,prime_negative,3,52,0,408
23.06.22,12:23:51,994692692,test,2_40,prime_positive,2,51,1,546
23.06.22,12:23:51,994692692,test,2_41,prime_positive,1,41,1,508
23.06.22,12:23:51,994692692,test,2_42,prime_negative,4,72,0,654
23.06.22,12:23:51,994692692,test,2_43,prime_positive,3,36,1,423
23.06.22,12:23:51,994692692,test,2_44,prime_positive,4,42,1,614
23.06.22,12:23:51,994692692,test,2_45,prime_positive,1,27,1,485
23.06.22,12:23:51,994692692,test,2_46,prime_positive,4,64,1,1424
23.06.22,12:23:51,994692692,test,2_47,prime_positive,2,63,1,684
23.06.22,12:23:51,994692692,test,2_48,prime_positive,3,50,1,732
23.06.22,12:23:51,994692692,test,2_49,prime_positive,1,25,1,656
23.06.22,12:23:51,994692692,test,2_50,prime_negative,2,26,0,387
23.06.22,12:23:51,994692692,test,2_51,prime_positive,4,71,1,499
23.06.22,12:23:51,994692692,test,2_52,prime_negative,1,65,0,410
23.06.22,12:23:51,994692692,test,2_53,prime_positive,3,9,1,402
23.06.22,12:23:51,994692692,test,2_54,prime_negative,3,20,0,438
23.06.22,12:23:51,994692692,test,2_55,prime_positive,2,44,1,454
23.06.22,12:23:51,994692692,test,2_56,prime_positive,2,54,1,793
23.06.22,12:23:51,994692692,test,2_57,prime_positive,4,34,1,577
23.06.22,12:23:51,994692692,test,2_58,prime_negative,4,37,1,534
23.06.22,12:23:51,994692692,test,2_59,prime_negative,1,58,0,236
23.06.22,12:23:51,994692692,test,2_60,prime_negative,3,43,0,376
23.06.22,12:23:51,994692692,test,2_61,prime_negative,2,17,0,550
23.06.22,12:23:51,994692692,test,2_62,prime_negative,1,47,0,533
23.06.22,12:23:51,994692692,test,2_63,prime_positive,1,5,1,457
23.06.22,12:23:51,994692692,test,2_64,prime_positive,3,56,1,481
23.06.22,12:23:51,994692692,test,2_65,prime_positive,1,43,1,1368
23.06.22,12:23:51,994692692,test,2_66,prime_negative,2,32,1,606
23.06.22,12:23:51,994692692,test,2_67,prime_positive,2,11,1,421
23.06.22,12:23:51,994692692,test,2_68,prime_negative,3,6,0,357
23.06.22,12:23:51,994692692,test,2_69,prime_positive,3,69,1,564
23.06.22,12:23:51,994692692,test,2_70,prime_negative,4,7,1,780
23.06.22,12:23:51,994692692,test,2_71,prime_positive,4,33,1,4696
23.06.22,12:23:51,994692692,test,2_72,prime_positive,3,40,1,372
23.06.22,12:23:51,994692692,test,2_73,prime_negative,2,66,0,377
23.06.22,12:28:35,246532124,practice,1_4,prime_negative_practice,0,0,0,3729
23.06.22,12:28:35,246532124,practice,1_5,prime_positive_practice,0,0,1,1580
23.06.22,12:28:35,246532124,practice,1_6,prime_positive_practice,0,0,1,1821
23.06.22,12:28:35,246532124,practice,1_7,prime_negative_practice,0,0,1,1404
23.06.22,12:28:35,246532124,practice,1_8,prime_positive_practice,0,0,1,1303
23.06.22,12:28:35,246532124,practice,1_9,prime_positive_practice,0,0,0,1110
23.06.22,12:28:35,246532124,practice,1_10,prime_positive_practice,0,0,1,1511
23.06.22,12:28:35,246532124,practice,1_11,prime_negative_practice,0,0,0,1011
23.06.22,12:28:35,246532124,practice,1_12,prime_negative_practice,0,0,0,2362
23.06.22,12:28:35,246532124,practice,1_13,prime_negative_practice,0,0,1,946
23.06.22,12:28:35,246532124,test,2_2,prime_positive,2,28,1,1344
23.06.22,12:28:35,246532124,test,2_3,prime_positive,3,63,1,769
23.06.22,12:28:35,246532124,test,2_4,prime_positive,1,13,1,636
23.06.22,12:28:35,246532124,test,2_5,prime_positive,4,60,1,502
23.06.22,12:28:35,246532124,test,2_6,prime_negative,3,57,1,670
23.06.22,12:28:35,246532124,test,2_7,prime_positive,1,44,1,569
23.06.22,12:28:35,246532124,test,2_8,prime_negative,1,45,1,695
23.06.22,12:28:35,246532124,test,2_9,prime_negative,4,12,1,752
23.06.22,12:28:35,246532124,test,2_10,prime_negative,2,62,1,1129
23.06.22,12:28:35,246532124,test,2_11,prime_positive,2,39,1,653
23.06.22,12:28:35,246532124,test,2_12,prime_positive,3,72,1,620
23.06.22,12:28:35,246532124,test,2_13,prime_positive,4,2,1,444
23.06.22,12:28:35,246532124,test,2_14,prime_positive,3,4,1,403
23.06.22,12:28:35,246532124,test,2_15,prime_positive,1,67,1,386
23.06.22,12:28:35,246532124,test,2_16,prime_negative,4,29,1,769
23.06.22,12:28:35,246532124,test,2_17,prime_negative,3,65,1,628
23.06.22,12:28:35,246532124,test,2_18,prime_negative,1,1,1,794
23.06.22,12:28:35,246532124,test,2_19,prime_negative,1,7,0,1338
23.06.22,12:28:35,246532124,test,2_20,prime_negative,4,70,1,611
23.06.22,12:28:35,246532124,test,2_21,prime_positive,2,54,1,794
23.06.22,12:28:35,246532124,test,2_22,prime_positive,4,6,1,453
23.06.22,12:28:35,246532124,test,2_23,prime_negative,2,23,1,1246
23.06.22,12:28:35,246532124,test,2_24,prime_negative,3,26,1,1388
23.06.22,12:28:35,246532124,test,2_25,prime_negative,1,22,0,770
23.06.22,12:28:35,246532124,test,2_26,prime_negative,3,38,1,528
23.06.22,12:28:35,246532124,test,2_27,prime_negative,4,9,1,477
23.06.22,12:28:35,246532124,test,2_28,prime_negative,2,16,1,1537
23.06.22,12:28:35,246532124,test,2_29,prime_positive,2,52,1,485
23.06.22,12:28:35,246532124,test,2_30,prime_positive,3,18,1,403
23.06.22,12:28:35,246532124,test,2_31,prime_negative,1,51,0,594
23.06.22,12:28:35,246532124,test,2_32,prime_positive,1,40,1,293
23.06.22,12:28:35,246532124,test,2_33,prime_positive,4,46,1,243
23.06.22,12:28:35,246532124,test,2_34,prime_negative,2,30,1,802
23.06.22,12:28:35,246532124,test,2_35,prime_positive,1,53,1,561
23.06.22,12:28:35,246532124,test,2_36,prime_negative,3,17,1,444
23.06.22,12:28:35,246532124,test,2_37,prime_negative,4,25,1,243
23.06.22,12:28:35,246532124,test,2_38,prime_positive,3,20,1,693
23.06.22,12:28:35,246532124,test,2_39,prime_positive,2,47,1,353
23.06.22,12:28:35,246532124,test,2_40,prime_positive,2,14,1,386
23.06.22,12:28:35,246532124,test,2_41,prime_positive,1,64,1,653
23.06.22,12:28:35,246532124,test,2_42,prime_negative,3,24,1,1262
23.06.22,12:28:35,246532124,test,2_43,prime_negative,2,66,1,635
23.06.22,12:28:35,246532124,test,2_44,prime_negative,1,42,1,1203
23.06.22,12:28:35,246532124,test,2_45,prime_negative,4,68,1,469
23.06.22,12:28:35,246532124,test,2_46,prime_negative,4,34,1,969
23.06.22,12:28:35,246532124,test,2_47,prime_positive,3,49,1,636
23.06.22,12:28:35,246532124,test,2_48,prime_negative,1,19,0,1254
23.06.22,12:28:35,246532124,test,2_49,prime_positive,4,37,1,535
23.06.22,12:28:35,246532124,test,2_50,prime_negative,3,50,1,570
23.06.22,12:28:35,246532124,test,2_51,prime_positive,2,5,1,561
23.06.22,12:28:35,246532124,test,2_52,prime_positive,1,31,1,527
23.06.22,12:28:35,246532124,test,2_53,prime_negative,2,3,1,778
23.06.22,12:28:35,246532124,test,2_54,prime_negative,3,33,0,895
23.06.22,12:28:35,246532124,test,2_55,prime_positive,4,56,1,627
23.06.22,12:28:35,246532124,test,2_56,prime_negative,2,11,0,920
23.06.22,12:28:35,246532124,test,2_57,prime_negative,4,21,1,637
23.06.22,12:28:35,246532124,test,2_58,prime_positive,3,10,1,628
23.06.22,12:28:35,246532124,test,2_59,prime_positive,2,48,1,460
23.06.22,12:28:35,246532124,test,2_60,prime_positive,1,36,1,437
23.06.22,12:28:35,246532124,test,2_61,prime_positive,3,71,1,402
23.06.22,12:28:35,246532124,test,2_62,prime_positive,4,43,1,486
23.06.22,12:28:35,246532124,test,2_63,prime_negative,1,8,1,2019
23.06.22,12:28:35,246532124,test,2_64,prime_negative,1,50,1,986
23.06.22,12:28:35,246532124,test,2_65,prime_positive,2,39,0,1062
23.06.22,12:28:35,246532124,test,2_66,prime_positive,3,24,1,828
23.06.22,12:28:35,246532124,test,2_67,prime_positive,4,28,1,561
23.06.22,12:28:35,246532124,test,2_68,prime_positive,1,63,1,419
23.06.22,12:28:35,246532124,test,2_69,prime_negative,4,17,0,961
23.06.22,12:28:35,246532124,test,2_70,prime_positive,2,11,1,419
23.06.22,12:28:35,246532124,test,2_71,prime_negative,3,16,1,536
23.06.22,12:28:35,246532124,test,2_72,prime_negative,2,58,1,494
23.06.22,12:28:35,246532124,test,2_73,prime_negative,3,3,1,1044
23.06.22,12:32:49,246532124,practice,1_4,prime_positive_practice,0,0,1,744
23.06.22,12:32:49,246532124,practice,1_5,prime_negative_practice,0,0,1,303
23.06.22,12:32:49,246532124,practice,1_6,prime_negative_practice,0,0,1,369
23.06.22,12:32:49,246532124,practice,1_7,prime_negative_practice,0,0,1,303
23.06.22,12:32:49,246532124,practice,1_8,prime_negative_practice,0,0,1,209
23.06.22,12:32:49,246532124,practice,1_9,prime_positive_practice,0,0,1,544
23.06.22,12:32:49,246532124,practice,1_10,prime_positive_practice,0,0,1,251
23.06.22,12:32:49,246532124,practice,1_11,prime_positive_practice,0,0,1,160
23.06.22,12:32:49,246532124,practice,1_12,prime_negative_practice,0,0,1,485
23.06.22,12:32:49,246532124,practice,1_13,prime_positive_practice,0,0,1,320
23.06.22,12:32:49,246532124,test,2_2,prime_negative,1,11,1,417
23.06.22,12:32:49,246532124,test,2_3,prime_negative,3,62,1,217
23.06.22,12:32:49,246532124,test,2_4,prime_positive,4,28,1,210
23.06.22,12:32:49,246532124,test,2_5,prime_negative,2,26,1,219
23.06.22,12:32:49,246532124,test,2_6,prime_negative,2,68,1,145
23.06.22,12:32:49,246532124,test,2_7,prime_positive,3,22,1,226
23.06.22,12:32:49,246532124,test,2_8,prime_negative,4,12,1,202
23.06.22,12:32:49,246532124,test,2_9,prime_positive,2,40,1,201
23.06.22,12:32:49,246532124,test,2_10,prime_negative,1,57,1,193
23.06.22,12:32:49,246532124,test,2_11,prime_positive,3,5,1,193
23.06.22,12:32:49,246532124,test,2_12,prime_positive,2,39,1,193
23.06.22,12:32:49,246532124,test,2_13,prime_negative,3,32,1,234
23.06.22,12:32:49,246532124,test,2_14,prime_negative,4,45,1,235
23.06.22,12:32:49,246532124,test,2_15,prime_positive,1,69,1,193
23.06.22,12:32:49,246532124,test,2_16,prime_positive,4,10,1,261
23.06.22,12:32:49,246532124,test,2_17,prime_positive,4,29,1,261
23.06.22,12:32:49,246532124,test,2_18,prime_negative,1,27,1,402
23.06.22,12:32:49,246532124,test,2_19,prime_negative,3,21,1,303
23.06.22,12:32:49,246532124,test,2_20,prime_positive,1,16,1,192
23.06.22,12:32:49,246532124,test,2_21,prime_positive,3,38,1,222
23.06.22,12:32:49,246532124,test,2_22,prime_positive,2,44,1,311
23.06.22,12:32:49,246532124,test,2_23,prime_positive,1,47,1,202
23.06.22,12:32:49,246532124,test,2_24,prime_positive,4,25,1,259
23.06.22,12:32:49,246532124,test,2_25,prime_negative,2,36,0,636
23.06.22,12:32:49,246532124,test,2_26,prime_negative,3,8,1,395
23.06.22,12:32:49,246532124,test,2_27,prime_positive,3,63,1,319
23.06.22,12:32:49,246532124,test,2_28,prime_negative,2,13,1,159
23.06.22,12:32:49,246532124,test,2_29,prime_negative,4,49,1,218
23.06.22,12:32:49,246532124,test,2_30,prime_positive,2,46,1,218
23.06.22,12:32:49,246532124,test,2_31,prime_negative,1,52,1,218
23.06.22,12:32:49,246532124,test,2_32,prime_positive,1,53,1,226
23.06.22,12:32:49,246532124,test,2_33,prime_negative,3,51,1,184
23.06.22,12:32:49,246532124,test,2_34,prime_positive,3,55,1,193
23.06.22,12:32:49,246532124,test,2_35,prime_positive,4,1,1,218
23.06.22,12:32:49,246532124,test,2_36,prime_negative,2,24,1,177
23.06.22,12:32:49,246532124,test,2_37,prime_positive,2,6,1,235
23.06.22,12:32:49,246532124,test,2_38,prime_positive,1,35,1,218
23.06.22,12:32:49,246532124,test,2_39,prime_negative,4,15,1,218
23.06.22,12:32:49,246532124,test,2_40,prime_negative,1,50,1,201
23.06.22,12:32:49,246532124,test,2_41,prime_positive,3,64,1,277
23.06.22,12:32:49,246532124,test,2_42,prime_negative,3,67,1,168
23.06.22,12:32:49,246532124,test,2_43,prime_negative,2,9,1,136
23.06.22,12:32:49,246532124,test,2_44,prime_positive,2,37,1,1052
23.06.22,12:32:49,246532124,test,2_45,prime_negative,1,54,1,352
23.06.22,12:32:49,246532124,test,2_46,prime_positive,4,33,1,201
23.06.22,12:32:49,246532124,test,2_47,prime_negative,4,58,1,394
23.06.22,12:32:49,246532124,test,2_48,prime_positive,1,70,1,293
23.06.22,12:32:49,246532124,test,2_49,prime_negative,3,41,1,201
23.06.22,12:32:49,246532124,test,2_50,prime_positive,2,71,1,167
23.06.22,12:32:49,246532124,test,2_51,prime_positive,3,42,1,168
23.06.22,12:32:49,246532124,test,2_52,prime_negative,2,61,1,219
23.06.22,12:32:49,246532124,test,2_53,prime_negative,1,2,1,202
23.06.22,12:32:49,246532124,test,2_54,prime_positive,4,56,1,251
23.06.22,12:32:49,246532124,test,2_55,prime_negative,4,65,1,318
23.06.22,12:32:49,246532124,test,2_56,prime_negative,4,30,1,201
23.06.22,12:32:49,246532124,test,2_57,prime_positive,4,19,1,226
23.06.22,12:32:49,246532124,test,2_58,prime_negative,1,20,1,200
23.06.22,12:32:49,246532124,test,2_59,prime_negative,3,18,1,192
23.06.22,12:32:49,246532124,test,2_60,prime_negative,2,7,1,201
23.06.22,12:32:49,246532124,test,2_61,prime_negative,3,4,1,26
23.06.22,12:32:49,246532124,test,2_62,prime_positive,1,48,1,167
23.06.22,12:32:49,246532124,test,2_63,prime_positive,3,23,1,251
23.06.22,12:32:49,246532124,test,2_64,prime_positive,2,8,1,420
23.06.22,12:32:49,246532124,test,2_65,prime_positive,4,10,1,378
23.06.22,12:32:49,246532124,test,2_66,prime_positive,3,30,1,235
23.06.22,12:32:49,246532124,test,2_67,prime_positive,2,57,1,227
23.06.22,12:32:49,246532124,test,2_68,prime_positive,1,26,1,251
23.06.22,12:32:49,246532124,test,2_69,prime_negative,1,2,1,235
23.06.22,12:32:49,246532124,test,2_70,prime_negative,4,20,1,226
23.06.22,12:32:49,246532124,test,2_71,prime_positive,4,38,1,193
23.06.22,12:32:49,246532124,test,2_72,prime_negative,2,14,1,243
23.06.22,12:32:49,246532124,test,2_73,prime_negative,2,51,1,269
23.06.22,12:35:27,469672453,practice,1_4,prime_positive_practice,0,0,0,6640
23.06.22,12:35:27,469672453,practice,1_5,prime_positive_practice,0,0,1,2593
23.06.22,12:35:27,469672453,practice,1_6,prime_negative_practice,0,0,0,2072
23.06.22,12:35:27,469672453,practice,1_7,prime_positive_practice,0,0,1,1190
23.06.22,12:35:27,469672453,practice,1_8,prime_negative_practice,0,0,1,1840
23.06.22,12:35:27,469672453,practice,1_9,prime_positive_practice,0,0,0,2761
23.06.22,12:35:27,469672453,practice,1_10,prime_negative_practice,0,0,1,1959
23.06.22,12:35:27,469672453,practice,1_11,prime_negative_practice,0,0,1,3342
23.06.22,12:35:27,469672453,practice,1_12,prime_positive_practice,0,0,0,1394
23.06.22,12:35:27,469672453,practice,1_13,prime_negative_practice,0,0,1,1420
23.06.22,12:35:27,469672453,test,2_2,prime_negative,2,9,1,1145
23.06.22,12:35:27,469672453,test,2_3,prime_positive,4,26,1,867
23.06.22,12:35:27,469672453,test,2_4,prime_negative,4,48,1,1252
23.06.22,12:35:27,469672453,test,2_5,prime_negative,3,13,1,824
23.06.22,12:35:27,469672453,test,2_6,prime_negative,2,22,1,452
23.06.22,12:35:27,469672453,test,2_7,prime_negative,3,53,1,461
23.06.22,12:35:27,469672453,test,2_8,prime_negative,1,38,1,513
23.06.22,12:35:27,469672453,test,2_9,prime_negative,4,18,0,880
23.06.22,12:35:27,469672453,test,2_10,prime_negative,2,72,0,1317
23.06.22,12:35:27,469672453,test,2_11,prime_negative,4,36,0,557
23.06.22,12:35:27,469672453,test,2_12,prime_positive,2,39,0,2754
23.06.22,12:35:27,469672453,test,2_13,prime_negative,1,51,1,714
23.06.22,12:35:27,469672453,test,2_14,prime_negative,3,65,1,579
23.06.22,12:35:27,469672453,test,2_15,prime_negative,4,37,0,1023
23.06.22,12:35:27,469672453,test,2_16,prime_positive,3,5,0,827
23.06.22,12:35:27,469672453,test,2_17,prime_positive,3,32,0,430
23.06.22,12:35:27,469672453,test,2_18,prime_negative,3,29,1,714
23.06.22,12:35:27,469672453,test,2_19,prime_positive,1,63,0,1027
23.06.22,12:35:27,469672453,test,2_20,prime_negative,1,44,1,1853
23.06.22,12:35:27,469672453,test,2_21,prime_negative,2,62,1,1207
23.06.22,12:35:27,469672453,test,2_22,prime_positive,4,20,1,439
23.06.22,12:35:27,469672453,test,2_23,prime_negative,1,19,1,344
23.06.22,12:35:27,469672453,test,2_24,prime_positive,2,1,0,446
23.06.22,12:35:27,469672453,test,2_25,prime_negative,4,66,1,1272
23.06.22,12:35:27,469672453,test,2_26,prime_negative,3,4,1,536
23.06.22,12:35:27,469672453,test,2_27,prime_negative,2,45,1,663
23.06.22,12:35:27,469672453,test,2_28,prime_negative,2,70,1,627
23.06.22,12:35:27,469672453,test,2_29,prime_positive,4,50,1,305
23.06.22,12:35:27,469672453,test,2_30,prime_positive,3,68,1,1645
23.06.22,12:35:27,469672453,test,2_31,prime_negative,4,33,1,587
23.06.22,12:35:27,469672453,test,2_32,prime_positive,1,15,0,723
23.06.22,12:35:27,469672453,test,2_33,prime_positive,2,46,0,538
23.06.22,12:35:27,469672453,test,2_34,prime_positive,2,47,0,329
23.06.22,12:35:27,469672453,test,2_35,prime_positive,1,64,0,443
23.06.22,12:35:27,469672453,test,2_36,prime_positive,4,8,1,402
23.06.22,12:35:27,469672453,test,2_37,prime_positive,3,3,0,1276
23.06.22,12:35:27,469672453,test,2_38,prime_positive,2,61,0,870
23.06.22,12:35:27,469672453,test,2_39,prime_positive,4,42,1,416
23.06.22,12:35:27,469672453,test,2_40,prime_negative,3,17,1,753
23.06.22,12:35:27,469672453,test,2_41,prime_positive,1,56,0,546
23.06.22,12:35:27,469672453,test,2_42,prime_positive,3,12,0,2213
23.06.22,12:35:27,469672453,test,2_43,prime_positive,4,55,1,399
23.06.22,12:35:27,469672453,test,2_44,prime_negative,1,41,1,1017
23.06.22,12:35:27,469672453,test,2_45,prime_negative,1,67,1,405
23.06.22,12:35:27,469672453,test,2_46,prime_positive,2,35,0,322
23.06.22,12:35:27,469672453,test,2_47,prime_negative,3,52,1,1975
23.06.22,12:35:27,469672453,test,2_48,prime_positive,3,60,0,776
23.06.22,12:35:27,469672453,test,2_49,prime_negative,2,27,1,2417
23.06.22,12:35:27,469672453,test,2_50,prime_positive,1,34,0,345
23.06.22,12:35:27,469672453,test,2_51,prime_negative,4,40,1,677
23.06.22,12:35:27,469672453,test,2_52,prime_negative,2,2,1,960
23.06.22,12:35:27,469672453,test,2_53,prime_positive,2,28,0,512
23.06.22,12:35:27,469672453,test,2_54,prime_positive,3,21,0,404
23.06.22,12:35:27,469672453,test,2_55,prime_negative,4,25,1,736
23.06.22,12:35:27,469672453,test,2_56,prime_positive,4,58,1,322
23.06.22,12:35:27,469672453,test,2_57,prime_negative,3,10,0,579
23.06.22,12:35:27,469672453,test,2_58,prime_positive,1,14,0,1290
23.06.22,12:35:27,469672453,test,2_59,prime_positive,1,24,0,347
23.06.22,12:35:27,469672453,test,2_60,prime_negative,1,30,1,776
23.06.22,12:35:27,469672453,test,2_61,prime_positive,2,43,0,465
23.06.22,12:35:27,469672453,test,2_62,prime_positive,4,16,1,458
23.06.22,12:35:27,469672453,test,2_63,prime_negative,3,11,1,4233
23.06.22,12:35:27,469672453,test,2_64,prime_positive,3,58,0,536
23.06.22,12:35:27,469672453,test,2_65,prime_positive,1,31,0,443
23.06.22,12:35:27,469672453,test,2_66,prime_negative,2,54,1,888
23.06.22,12:35:27,469672453,test,2_67,prime_negative,1,3,0,388
23.06.22,12:35:27,469672453,test,2_68,prime_negative,4,68,0,1888
23.06.22,12:35:27,469672453,test,2_69,prime_positive,4,70,1,954
23.06.22,12:35:27,469672453,test,2_70,prime_negative,2,7,0,475
23.06.22,12:35:27,469672453,test,2_71,prime_positive,3,43,0,396
23.06.22,12:35:27,469672453,test,2_72,prime_positive,2,21,0,499
23.06.22,12:35:27,469672453,test,2_73,prime_positive,1,22,0,340
23.06.22,12:33:59,902223169,practice,1_4,prime_positive_practice,0,0,1,2322
23.06.22,12:33:59,902223169,practice,1_5,prime_positive_practice,0,0,1,1530
23.06.22,12:33:59,902223169,practice,1_6,prime_negative_practice,0,0,0,2170
23.06.22,12:33:59,902223169,practice,1_7,prime_positive_practice,0,0,0,611
23.06.22,12:33:59,902223169,practice,1_8,prime_negative_practice,0,0,0,530
23.06.22,12:33:59,902223169,practice,1_9,prime_negative_practice,0,0,1,806
23.06.22,12:33:59,902223169,practice,1_10,prime_positive_practice,0,0,0,1002
23.06.22,12:33:59,902223169,practice,1_11,prime_negative_practice,0,0,1,462
23.06.22,12:33:59,902223169,practice,1_12,prime_positive_practice,0,0,0,1642
23.06.22,12:33:59,902223169,practice,1_13,prime_negative_practice,0,0,1,604
23.06.22,12:33:59,902223169,test,2_2,prime_positive,3,41,0,3329
23.06.22,12:33:59,902223169,test,2_3,prime_negative,1,40,1,1403
23.06.22,12:33:59,902223169,test,2_4,prime_positive,4,47,1,1670
23.06.22,12:33:59,902223169,test,2_5,prime_positive,1,42,1,709
23.06.22,12:33:59,902223169,test,2_6,prime_negative,2,62,0,1165
23.06.22,12:33:59,902223169,test,2_7,prime_positive,2,12,1,1795
23.06.22,12:33:59,902223169,test,2_8,prime_negative,4,30,1,1314
23.06.22,12:33:59,902223169,test,2_9,prime_positive,3,21,0,1225
23.06.22,12:33:59,902223169,test,2_10,prime_positive,4,9,1,1044
23.06.22,12:33:59,902223169,test,2_11,prime_positive,1,22,1,678
23.06.22,12:33:59,902223169,test,2_12,prime_negative,4,53,0,556
23.06.22,12:33:59,902223169,test,2_13,prime_positive,2,70,1,1325
23.06.22,12:33:59,902223169,test,2_14,prime_positive,4,34,0,642
23.06.22,12:33:59,902223169,test,2_15,prime_negative,1,2,1,1262
23.06.22,12:33:59,902223169,test,2_16,prime_negative,3,66,0,1099
